URL,article_text,title,author,source,published_date,updated_date,LLM
https://www.reuters.com/world/africa/al-shabaab-captures-strategic-somalia-town-it-presses-offensive-2025-04-16/,,,,Reuters,4/16/25,4/16/25,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250416T170321Z.doc-42k93np&type=news,,,,AFP,,,llama3-70b-8192
https://apnews.com/article/iran-us-nuclear-talks-iaea-zarif-tehran-c3a8afc699c670300b9521f1e2019ef7,"DUBAI, United Arab Emirates (AP) — Iran confirmed Wednesday that the next round of nuclear talks with the United States this weekend will be held in Rome after earlier confusion over where the negotiations would be held. The announcement by Iranian state television came as Iran’s President Masoud Pezeshkian formally approved the resignation of one of his vice presidents who served as Tehran’s key negotiator in its 2015 nuclear deal with world powers. The head of the United Nations’ nuclear watchdog, Rafael Mariano Grossi of the International Atomic Energy Agency, also arrived in the Islamic Republic on Wednesday. His talks may include negotiations over just what access the IAEA inspectors can get under any proposed deal. The state TV announcement said Oman will again mediate the talks on Saturday in Rome. Oman’s foreign minister served as an interlocutor between the two sides at talks last weekend in Muscat, the sultanate’s capital. Officials initially on Monday identified Rome as hosting the negotiations, only for Iran to insist early Tuesday they would return to Oman. American officials so far haven’t said publicly where the talks will be held, though Trump did call Oman’s Sultan Haitham bin Tariq on Tuesday, while the ruler was on a trip to the Netherlands. The stakes of the negotiations couldn’t be higher for the two nations closing in on half a century of enmity. U.S. President Donald Trump repeatedly has threatened to unleash airstrikes targeting Iran’s nuclear program if a deal isn’t reached. Iranian officials increasingly warn that they could pursue a nuclear weapon with their stockpile of uranium enriched to near weapons-grade levels. Pezeshkian praises former vice president while acknowledging his resignation The former vice president, Mohammad Javad Zarif, served as a key supporter of Pezeshkian in his election last year but drew criticism from hard-liners within Iran’s Shiite theocracy, who long have alleged Zarif gave away too much in negotiations. In March, Zarif tendered his resignation to Pezeshkian. However, the president did not immediately respond to the letter. Zarif has used resignation announcements in the past in his political career as leverage, including in a dispute last year over the composition of Pezeshkian’s Cabinet. The president had rejected that resignation. But on late Tuesday, a statement from the presidency said Pezeshkian wrote Zarif a letter praising him but accepting his resignation. “Pezeshkian emphasized that due to certain issues, his administration can no longer benefit from Zarif’s valuable knowledge and expertise,” a statement from the presidency said. The president in a decree appointed Mohsen Ismaili, 59, to be his new vice president for strategic affairs. In Iran’s political system, the president has multiple vice presidents. Ismaili is known as a political moderate and a legal expert. Grossi visit comes as Iran has restricted IAEA access Grossi arrived in Tehran for meetings with Pezeshkian and others. He met Wednesday night with Iran’s Foreign Minister Abbas Araghchi, writing on the social platform X after the meeting: “Cooperation with (the IAEA) is indispensable to provide credible assurances about the peaceful nature of Iran’s nuclear programme at a time when diplomacy is urgently needed.” Iran’s state-run IRNA news agency described Araghchi as briefing Grossi on the first round of talks with the U.S., while also urging the IAEA to “adopt a clear and transparent stance regarding threats against Iran’s peaceful nuclear facilities.” Both Israel and the U.S. have threatened to attack Iran’s nuclear sites if a deal can’t be reached to limit Tehran’s program. “As variety of spoilers are gathered to derail current negotiations, we need a Director General of Peace,” Araghchi wrote on X. “Our predisposition is to trust Grossi in mission to keep the Agency away from politics and politicization, and to retain focus on its technical mandate.” Since the nuclear deal’s collapse in 2018 with Trump’s unilateral withdraw of the U.S. from the accord, Iran has abandoned all limits on its program, and enriches uranium to up to 60% purity — near weapons-grade levels of 90%. Surveillance cameras installed by the IAEA have been disrupted, while Iran has barred some of the Vienna-based agency’s most experienced inspectors. Iranian officials also have increasingly threatened that they could pursue atomic weapons, something the West and the IAEA have been worried about for years since Tehran abandoned an organized weapons program in 2003. Any possible deal between Iran and the U.S. likely would need to rely on the IAEA’s expertise to ensure Tehran’s compliance. And despite tensions between Iran and the agency, its access has not been entirely revoked. Iran’s foreign minister questions contradictory responses from US envoy Meanwhile, Araghchi on Wednesday warned the U.S. about taking contradictory stances in the talks. That likely refers to comments from U.S. Mideast envoy Steve Witkoff, who this week initially suggested a deal could see Iran go back to 3.67% uranium enrichment — like in the 2015 deal reached by the Obama administration. Witkoff then followed up with saying “a deal with Iran will only be completed if it is a Trump deal.” “Iran must stop and eliminate its nuclear enrichment and weaponization program,” he wrote on X. “It is imperative for the world that we create a tough, fair deal that will endure, and that is what President Trump has asked me to do.” Araghchi warned America about taking any “contradictory and opposing stances” in the talks. “What is certain is that Iran’s enrichment (program) is a real, accepted matter,” he said. “We are prepared to build trust and address any potential concerns, but the core issue of enrichment itself is not negotiable.” ___ Karimi reported from Tehran, Iran. Associated Press writer Amir Vahdat in Tehran contributed to this report.",Iran confirms 2nd round of Iran-US nuclear talks will be in Rome,"Jon Gambrell, Nasser Karimi",AP News,2025-04-16T09:28:30Z,2025-04-17T00:36:33,gemini-2.0-flash
https://www.washingtonpost.com/world/2025/04/16/russia-ukraine-expiration-energy-ceasefire/,,,,Washington Post,4/16/25,4/16/25,llama3-70b-8192
https://www.bloomberg.com/news/articles/2025-04-16/russia-seeks-to-buy-boeing-jets-with-frozen-assets-after-ukraine-ceasefire,,,,Bloomberg,4/16/25,4/16/25,llama3-70b-8192
https://www.bbc.com/news/articles/cvg7pqzk47zo,"Judges at the UK Supreme Court have unanimously ruled that a woman is defined by biological sex under equalities law. It marks the culmination of a long-running legal battle which could have major implications for how sex-based rights apply across Scotland, England and Wales. The court sided with campaign group For Women Scotland, which brought a case against the Scottish government arguing that sex-based protections should only apply to people that are born female. Judge Lord Hodge said the ruling should not be seen as a triumph of one side over the other, and stressed that the law still gives protection against discrimination to transgender people. The Scottish government argued in court that transgender people with a gender recognition certificate (GRC) are entitled to the same sex-based protections as biological women. The Supreme Court was asked to decide on the proper interpretation of the 2010 Equality Act, which applies across Britain. Lord Hodge said the central question was how the words ""woman"" and ""sex"" are defined in the legislation. He told the court: ""The unanimous decision of this court is that the terms woman and sex in the Equality Act 2010 refer to a biological woman and biological sex. ""But we counsel against reading this judgement as a triumph of one or more groups in our society at the expense of another, it is not."" He added that the legislation gives transgender people ""protection, not only against discrimination through the protected characteristic of gender reassignment, but also against direct discrimination, indirect discrimination and harassment in substance in their acquired gender"". Campaigners who brought the case against the Scottish government hugged each other and punched the air as they left the courtroom, with several of them in tears. The Equality Act provides protection against discrimination on the basis of various characteristics, including ""sex"" and ""gender reassignment"". Judges at the Supreme Court in London were asked to rule on what that law means by ""sex"" - whether it means biological sex, or legal, ""certificated"" sex as defined by the 2004 Gender Recognition Act. The Scottish government argued the 2004 legislation was clear that obtaining a GRC amounts to a change of sex ""for all purposes"". For Women Scotland argued for a ""common sense"" interpretation of the words man and woman, telling the court that sex is an ""immutable biological state"". Speaking outside the Supreme Court following the ruling, For Women Scotland co-founder Susan Smith said: ""Today the judges have said what we always believed to be the case, that women are protected by their biological sex. ""Sex is real and women can now feel safe that services and spaces designated for women are for women and we are enormously grateful to the Supreme Court for this ruling."" First Minister John Swinney said the Scottish government accepted the judgement. Heposted on social media: ""The ruling gives clarity between two relevant pieces of legislation passed at Westminster. ""We will now engage on the implications of the ruling."" Swinney added: ""Protecting the rights of all will underpin our actions."" A Scottish government spokesperson insisted ministers had acted ""in good faith"" during the legal proceedings, and noted that the Equality and Human Rights Commission was updating its guidance in response to the judgement. A UK government spokesman said the ruling would bring ""clarity and confidence for women and service providers such as hospitals, refuges, and sports clubs"". ""Single-sex spaces are protected in law and will always be protected by this government,"" the spokesman added. Conservative leader Kemi Badenochdescribed the rulingas a ""victory for all of the women who faced personal abuse or lost their jobs for stating the obvious"". She added: ""It's important to be reminded the court strongly and clearly re-affirmed the Equality Act protects all trans people against discrimination, based on gender reassignment, and will continue to do so."" Harry Potter author JK Rowling posted on social media: ""It took three extraordinary, tenacious Scottish women with an army behind them to get this case heard by the Supreme Court and, in winning, they've protected the rights of women and girls across the UK."" But Scottish Green MSP Maggie Chapman, a prominent campaigner for trans-rights, said: ""This is a deeply concerning ruling for human rights and a huge blow to some of the most marginalised people in our society. ""It could remove important protections and will leave many trans people and their loved ones deeply anxious and worried about how their lives will be affected and about what will come next."" For Women Scotland had warned that if the court sided with the Scottish government, it would have implications for the running of single-sex spaces and services, such as hospital wards, prisons, refuges and support groups. Transgender people warned the case could erode the protections they have against discrimination in their reassigned gender. Scottish Trans manager Vic Valentine said the organisation was ""shocked"" by the court ruling, arguing that it ""reverses 20 years of understanding on how the law recognises trans men and women with gender recognition certificates"". They added: ""This judgement seems to suggest that there will be times where trans people can be excluded from both men's and women's spaces and services. ""It is hard to understand where we would then be expected to go - or how this decision is compatible with a society that is fair and equal for everybody."" The case follows years of heated debate over transgender and women's rights, including controversy overtransgender rapist Isla Bryson initially being put in a women's prisonand an ongoing employment tribunal involving a female NHS Fife nurse whoobjected to a transgender doctor using a women's changing room. NHS Fife said it would ""carefully consider"" the court's judgement. The judges ruled that interpreting sex as ""certificated"" rather than ""biological"" would ""cut across the definitions of man and ""woman and thus the protected characteristic of sex in an incoherent way"". They said a ""certified"" definition of sex would weaken protections for lesbians, citing the example of lesbian-only spaces and associations as it would mean that a trans woman who was attracted to women would be classed as a lesbian. The ruling found the biological interpretation of sex was also required for single-sex spaces to ""function coherently"". It cited changing rooms, hostels, medical services and single-sex higher education institutions. The judges noted ""similar confusion and impracticability"" had arisen in relation to single-sex associations and charities, women's sport, public sector equality and the armed forces. The judges added: ""The practical problems that arise under a certificated sex approach are clear indicators that this interpretation is not correct."" Gender reassignment is a protected characteristic in law, making it is illegal to discriminate against someone on the basis that they are transgender. However, single-sex spaces can exclude people with GRCs ""if it is proportionate to do so"". Dr Nick McKerrell, senior law lecturer at Glasgow Caledonian University, said the ruling means a transgender women with a GRC who was excluded from a single-sex space would be unable to argue she is being discriminated against as a woman. He also said the ruling implied that workplaces would need to provide separate spaces for people on the basis of biological sex. But the law lecturer said arguments over access to single-sex spaces would not be ""settled"" by this court case. He told the BBC: ""It doesn't mean everything overnight is going to change in terms of stopping trans people from accessing services. It will depend on what providers think the new definition will mean for them."" Dr McKerrell said the judgement does not immediately change anything for the rules on transgender participation in women's sport, but that it might prompt a ""reassessment"" of rules. The legal dispute began in 2018, when the Scottish Parliament passed a bill designed to ensure gender balance on public sector boards. For Women Scotland complained that ministers had included transgender people as part of the quotas in that law. The issue has been contested several times in the Scottish courts. Holyrood ministers won the most recent case in Scotland, with judge Lady Haldane ruling in 2022 that the definition of sex was ""not limited to biological or birth sex"". The Scottish Parliament passed reforms that year that would have made it easier for someone to change their legally recognised sex. The move was blocked by the UK government, and has since been dropped by Holyrood ministers. Sign up for our Politics Essential newsletterto keep up with the inner workings of Westminster and beyond. It follows the UK Supreme Court's ruling that a woman is defined by biological sex under equalities law. First Minister John Swinney is among the Scots who have travelled to the Italian capital for the ceremony. The City of London Corporation, which owns Hampstead Heath, is reviewing a Supreme Court ruling. A review of the front page stories from the daily newspapers in Scotland. James, Andrew and Will Emerton from Cheshire took it in turns to drive the miniature petrol-powered bus. Copyright 2025 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.",Supreme Court backs 'biological' definition of woman,Angus Cochrane,BBC News,2025-04-15T22:00:21.950Z,2025-04-16T15:12:55.224Z,gemini-2.0-flash
https://www.jpost.com/breaking-news/article-850289,"Defense Minister Israel Katzon Wednesday confirmed that Israel is close to backtracking on a vow not to allow the provision of more humanitarian aid to Gaza before the Israeli hostages are returned and that aid could be restarted soon, though private companies would be used to circumvent Hamas. Katz’s admission follows a flurry of leaks in recent weeks that Israel would need to restore the flow of aid to Gaza soon if no new ceasefire deal is reached, given that it has been cut off for around six weeks. Israel had initially said it would permanently cut off aid and that there were no international law questions at stake, given the excess food that Hamashad obtained during the 40-day-plus ceasefire from January 19 to early March. The defense minister’s statement acknowledged the reality that without restoring aid soon, Israel could run into new questions of alleged starvation. In contrast, if it restores aid soon, given that many estimates said that Hamas had enough food for at least around three months,the IDFcould avoid new claims of attempted starvation by Israel against the Gazan population. However, Katz’s statement left many questions unclear. While he referenced private companies for handing out food to Gaza’s population, which he said would sideline Hamas as the party distributing food aid, he did not provide names or details. This is not the first time that Israel has tried to cut Hamas out of the food aid distribution chain. As early as January 2024, then-defense minister Yoav Gallant tried to initiate such a program in northern Gaza for the direct provision of food to Palestinian civilians without Hamas’s intervention, but the program was never workable and faced pushback within the government from hard-right ministers Betzalel Smotrich and Itamar Ben-Gvir. Eventually, Israel tried to use the World Food Program and the World Central Kitchen to replace UNRWA for handing out aid, but each organization, at one point or another, withdrew due to being mistakenly struck by IDF forces. Even when the organizations returned, they either distributed the food directly to Hamas, or the terror group seized it from whoever it was given to. It is unclear how private contractors would have large enough and powerful enough armed forces to distribute food aid to over two million Palestinians throughout Gaza on a daily basis and would be able to stay in the field long enough to ensure that Hamas did not take it at some point. Seemingly to try to dilute the admission and preempt attacks from Smotrich and Ben-Gvir, Katz buried the food aid admission in a longer statement about crushing Hamas, regaining all of the hostages, and threatening a wider war. Likewise, Katz claimed that Egypt is pressuring Hamas to give up its weapons, though the terror group has made it clear that such a condition is a non-starter. According to Israeli intelligence, Hamas has also rebuilt and is back up to 20,000-25,000 fighters. IDF sources said there is still no concrete plan to engage new private contractors to distribute food aid to Gaza. Ben-Gvir responded to Katz’s statement in a post on X/Twitter, noting, “It’s a shame that we don’t learn from mistakes.” “As long as our hostages are languishing in the tunnels, there is no reason for a single grain of food or any aid to enter Gaza. Halting the aid is one of the central pressure points on Hamas, and returning it before Hamas is on its knees and has released all our hostages would be a historic mistake. “I will do everything in my power to ensure that this historic mistake does not happen, and I call on the prime minister and the defense minister not to take this foolish step, which would harm our ability to defeat Hamas and safely bring all our hostages home,” Ben-Gvir wrote. Following Ben-Gvir’s latest criticism of Katz for acknowledging that food aid to Gaza may resume in the future, the defense minister released a bizarre statement in which he said repeatedly that food aid would not be restored at this time, but contrastingly that it would be restored in the future.","Israel shifts Gaza aid to private sector, backtracks on Gaza aid provision, Katz confirms",YONAH JEREMY BOB,The Jerusalem Post,2025-04-16T10:59Z,2025-04-16T21:00Z,gemini-2.0-flash
https://en.yna.co.kr/view/AEN20250416003400315?section=national/politics,"SEOUL, April 16 (Yonhap) -- Police on Wednesday raided the presidential office and the Presidential Security Service (PSS), as part of their investigation into allegations that former President Yoon Suk Yeol and acting PSS chief Kim Seong-hoon obstructed the execution of a detention warrant for Yoon early this year. The police's special investigation team on Yoon's Dec. 3 martial law declaration searched the presidential office's secure phone server and the PSS office and residence, all in the central Seoul district of Yongsan, in the morning, police officials said. Kim is accused of obstructing investigators' attempt to detain Yoon at the presidential residence in January. Last month, a Seoul court turned down the prosecution's request for warrants to arrest Kim and Lee Kwang-woo, chief of the PSS' bodyguard division. Police officials said the presidential office's surveillance cameras are also subject to the raid in connection with former Interior Minister Lee Sang-min's insurrection charges. ycm@yna.co.kr(END)",Police raid presidential office over alleged obstruction in warrant execution,Yoo Cheong-mo,Yonhap News Agency,2025-04-16T11:07:03+09:00,2025-04-16T11:07:03+09:00,gemini-2.0-flash
https://asia.nikkei.com/Economy/China-GDP-grows-5.4-in-first-quarter-as-tariff-war-darkens-outlook,"GUANGZHOU -- China's economy grew 5.4% in the first three months of the year, exceeding its annual target pace of ""around 5%"" in what may prove to be a last spurt before an intensifying trade war with the U.S. hits the brakes. The rate the National Bureau of Statistics announced on Wednesday beat a forecast of 5.0% by economists polled by Nikkei. The pace matched the 5.4% recorded for the previous quarter.",China GDP grows 5.4% in first quarter as tariff war darkens outlook,Staff Writer,Nikkei Asia,2025-04-16T03:42:39.000Z,2025-04-16T04:42:00,gemini-2.0-flash
https://www.france24.com/en/europe/20250415-french-pm-bayrou-warns-trump-s-hurricane-has-made-france-vulnerable,"France urgently needs to reduce its budget deficit to confront a “tsunami of destabilisation” that includes a bellicose Russia and a trade war triggered by US President Donald Trump, Prime Minister François Bayrou said on Tuesday. The upheaval caused by Trump’s tariffs and his decision to turn against traditional allies has shattered trust around the world, Bayrou said in unusually strident comments, warning France’s growing debt and larger budget deficits compared to European peers made it vulnerable. “The president of the United States has started a hurricane whose consequences will not end any time soon,” Bayrou said in a news conference meant to drum up support ahead of talks about the 2026 budget that pose a risk for his minority government. “As if war weren’t enough, a tsunami of destabilisation came to shake up the planet,” Bayrou said, saying the world had witnessed “a reversal of alliances that no one could have imagined” as he pointed to Trump’s treatment of Ukrainian President Volodymyr Zelensky in the Oval Office in February. Trump, Vance and Zelensky at the White House President Emmanuel Macron, treading a careful path of international diplomacy, has been less outspoken about Trump than his prime minister, who would traditionally be more focused on the domestic audience. Budget in the balance Bayrou’s predecessor Michel Barnier was toppled in December after he tried to pass a 2025 budget that would have cut spending faster to reduce a budget deficit that rose to 5.8 percent in 2024. Speaking on a podium where a sign read “the truth allows us to act”, Bayrou gave little concrete details on how he intended to cut government spending he said was too high. He ruled out increasing France’s overall tax take, among the highest in the world. He only said he wanted to wrap up consultations with lawmakers and stakeholders on the 2026 budget ahead of the usual September deadline and bring it forward to France’s national holiday on July 14. The government aims to cut the deficit this year to 5.4 percent of economic output as a first step towards bringing the shortfall back in line with a European Union ceiling of 3 percent by 2029. Bayrou, who relies on a minority government inherited from Macron’s failed gambit to call an early election in June last year, is especially dependent on the goodwill of Socialist lawmakers. The Socialist party, which is in the midst of a party leadership contest, has warned it could decide to pull the plug on Bayrou if the wealthiest in society were not part of efforts to reduce the deficit. (FRANCE 24 with Reuters)",French PM Bayrou warns Trump’s ‘hurricane’ has made France vulnerable,"FRANCE 24, FRANCE 24",FRANCE 24,2025-04-15T14:54:39,2025-04-15T14:54:39,gemini-2.0-flash
