URL,article_text,title,author,source,published_date,updated_date,LLM
https://www.themoscowtimes.com/2025/02/13/why-are-we-handing-russia-what-it-wants-eus-chief-diplomat-blasts-us-over-ukraine-a87993,"BRUSSELS â










— The European Union’s top diplomat slammed U.S. President Donald Trump’s administration for sidelining Ukraine












and engaging with Russia’s Vladimir Putin without consulting Kyiv or Europe.



U.S. Secretary of Defense Pete Hegseth told allies in Brussels on Wednesday that Ukraine’s aspirations to join NATO and reclaim its 1991 borders as part of a peace settlement were “unrealistic.” He also said the U.S. would “no longer tolerate” European NATO members relying on Washington for security.



The remarks, followed by a surprise phone call between Trump and Putin in which the two agreed to enter peace talks, have stunned European officials and raised concerns that Kyiv may be sidelined in discussions about its own future.



“They [the U.S.] say that it’s not going to be NATO membership, but some other security guarantees. Then the questions need to be answered by everybody — what are these security guarantees, really?” said Kaja Kallas, the EU’s foreign policy chief, ahead of a NATO defense ministers’ meeting.



“Being in NATO, where we have these structures, is actually the best security guarantee,” she added.

















Kallas, a former Estonian prime minister known for her staunch support of Ukraine, condemned what she described as a reckless diplomatic maneuver that rewards Russian aggression before negotiations even begin.



“We shouldn’t take anything off the table before negotiations start. It plays into Russia’s hands. And it is exactly what they want,” she said. “Why are we giving them everything they want even before negotiations begin? Appeasement has never worked.”



German Defense Minister Boris Pistorius echoed her concerns, warning against making public concessions ahead of talks.



“In my view, it would have been better to discuss Ukraine’s possible NATO membership or the country’s possible loss of territory only at the negotiating table, not to rule it out beforehand,” Pistorius said in Brussels.



Kallas stressed that any peace deal imposed without the consent of Ukraine and European allies was doomed to fail.



“There’s an agreement being made behind our backs that simply will not work,” she said. “For any kind of agreement, you need Europeans to implement it, you need Ukrainians to implement it.”



“It doesn’t look good if somebody agrees on something and everybody else has to say, ‘OK, you have agreed, but we will not follow this.’ Ukrainians will resist, and we will support them,”





Kallas added.

















NATO Secretary General Mark Rutte took a more diplomatic tone, arguing that the statements from Trump and Hegseth merely underscored the need for dialogue within the alliance.



“Secretary Hegseth’s comments, and what later emerged from Washington, were significant statements,” Rutte said.



“At the same time, this is how an alliance should function,” he said. “We are a coalition of democracies. We need to debate. But I see a clear convergence: we all want peace, we want it to be lasting and we must ensure Ukraine is in the strongest possible position.”



At the same time, Rutte noted that Europe “must also step up defense spending and industrial production.”



“On that, there is clear agreement,” he said.",‘Why Are We Handing Russia What It Wants?’: EU’s Chief Diplomat Blasts U.S. Over Ukraine,Pyotr Kozlov,The Moscow Times,2025-02-13T08:29:51,2025-04-30T22:30:20,gemini-2.0-flash
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T165044Z.doc-36xt3en&type=news,,New,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://www.channelnewsasia.com/east-asia/north-korea-demolishes-family-reunion-centre-kumgang-mountain-seoul-4935086,,"North Korea Demolishes Family Reunion Centre, Kumgang Mountain",,Channel NewsAsia,,,llama3-70b-8192
https://www.chosun.com/english/north-korea-en/2025/02/13/44SYNEOYP5GJNCFI44VCMZDHOU/,,North Korea's Military Buildup Sparks Global Concerns,,Chosun,,,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T143341Z.doc-36xn6ce&type=news,,36xn6ce,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T142016Z.doc-36xq9pu&type=news,,36xq9pu,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T141357Z.doc-36xr4tf&type=news,,36xr4tf,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T110642Z.doc-36xp4pn&type=news,,36xp4pn,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T134244Z.doc-36xn3nj&type=news,,36xn3nj,,AFP,2025-02-13,2025-02-13,llama3-70b-8192
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250213T133534Z.doc-36xq6el&type=news,,2022-02-13T133534Z,,AFP,2022-02-13T133534Z,2022-02-13T133534Z,llama3-70b-8192
