URL,article_text,title,author,source,published_date,updated_date,LLM
https://www.reuters.com/world/africa/al-shabaab-captures-strategic-somalia-town-it-presses-offensive-2025-04-16/,"Sign uphere. Reporting by Abdi Sheikh; Writing by George Obulutsa and Hereward Holland; Editing by Aaron Ross and Joe Bavier Our Standards:The Thomson Reuters Trust Principles., opens new tab Mourners stood in line for hours on Thursday to pay their final respects to Pope Francis, whose body is lying in state in St. Peter's Basilica ahead of his funeral on Saturday. Reuters, the news and media division of Thomson Reuters, is the worldâ	ms largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes.See here for a complete list of exchanges and delays. Â© 2025 Reuters.All rights reserved",Al Shabaab captures strategic Somalia town as it presses offensive,Reuters,Reuters,2025-04-16T12:10:54,2025-04-16T12:11:03,gemini-2.0-flash
https://news.afp.com/#/c/main/actu/articles?id=newsml.afp.com.20250416T170321Z.doc-42k93np&type=news,,,,AFP,,,gemini-2.0-flash
https://apnews.com/article/iran-us-nuclear-talks-iaea-zarif-tehran-c3a8afc699c670300b9521f1e2019ef7,,iran-us-nuclear-talks-iaea-zarif-tehran,,AP News,2023-01-01,2023-01-01,llama-3.1-8b-instant
https://www.washingtonpost.com/world/2025/04/16/russia-ukraine-expiration-energy-ceasefire/,,Russia-Ukraine expiration of energy ceasefire,,The Washington Post,2025-04-16,2025-04-16,llama-3.1-8b-instant
https://www.bloomberg.com/news/articles/2025-04-16/russia-seeks-to-buy-boeing-jets-with-frozen-assets-after-ukraine-ceasefire,,Russia seeks to buy Boeing jets with frozen assets after Ukraine ceasefire,,Bloomberg,2025-04-16,2025-04-16,llama-3.1-8b-instant
https://www.bbc.com/news/articles/cvg7pqzk47zo,"Judges at the UK Supreme Court have unanimously ruled that a woman is defined by biological sex under equalities law. It marks the culmination of a long-running legal battle which could have major implications for how sex-based rights apply across Scotland, England and Wales. The court sided with campaign group For Women Scotland, which brought a case against the Scottish government arguing that sex-based protections should only apply to people that are born female. Judge Lord Hodge said the ruling should not be seen as a triumph of one side over the other, and stressed that the law still gives protection against discrimination to transgender people. The Scottish government argued in court that transgender people with a gender recognition certificate (GRC) are entitled to the same sex-based protections as biological women. The Supreme Court was asked to decide on the proper interpretation of the 2010 Equality Act, which applies across Britain. Lord Hodge said the central question was how the words ""woman"" and ""sex"" are defined in the legislation. He told the court: ""The unanimous decision of this court is that the terms woman and sex in the Equality Act 2010 refer to a biological woman and biological sex. ""But we counsel against reading this judgement as a triumph of one or more groups in our society at the expense of another, it is not."" He added that the legislation gives transgender people ""protection, not only against discrimination through the protected characteristic of gender reassignment, but also against direct discrimination, indirect discrimination and harassment in substance in their acquired gender"". Campaigners who brought the case against the Scottish government hugged each other and punched the air as they left the courtroom, with several of them in tears. The Equality Act provides protection against discrimination on the basis of various characteristics, including ""sex"" and ""gender reassignment"". Judges at the Supreme Court in London were asked to rule on what that law means by ""sex"" - whether it means biological sex, or legal, ""certificated"" sex as defined by the 2004 Gender Recognition Act. The Scottish government argued the 2004 legislation was clear that obtaining a GRC amounts to a change of sex ""for all purposes"". For Women Scotland argued for a ""common sense"" interpretation of the words man and woman, telling the court that sex is an ""immutable biological state"". Speaking outside the Supreme Court following the ruling, For Women Scotland co-founder Susan Smith said: ""Today the judges have said what we always believed to be the case, that women are protected by their biological sex. ""Sex is real and women can now feel safe that services and spaces designated for women are for women and we are enormously grateful to the Supreme Court for this ruling."" First Minister John Swinney said the Scottish government accepted the judgement. Heposted on social media: ""The ruling gives clarity between two relevant pieces of legislation passed at Westminster. ""We will now engage on the implications of the ruling."" Swinney added: ""Protecting the rights of all will underpin our actions."" A Scottish government spokesperson insisted ministers had acted ""in good faith"" during the legal proceedings, and noted that the Equality and Human Rights Commission was updating its guidance in response to the judgement. A UK government spokesman said the ruling would bring ""clarity and confidence for women and service providers such as hospitals, refuges, and sports clubs"". ""Single-sex spaces are protected in law and will always be protected by this government,"" the spokesman added. Conservative leader Kemi Badenochdescribed the rulingas a ""victory for all of the women who faced personal abuse or lost their jobs for stating the obvious"". She added: ""It's important to be reminded the court strongly and clearly re-affirmed the Equality Act protects all trans people against discrimination, based on gender reassignment, and will continue to do so."" Harry Potter author JK Rowling posted on social media: ""It took three extraordinary, tenacious Scottish women with an army behind them to get this case heard by the Supreme Court and, in winning, they've protected the rights of women and girls across the UK."" But Scottish Green MSP Maggie Chapman, a prominent campaigner for trans-rights, said: ""This is a deeply concerning ruling for human rights and a huge blow to some of the most marginalised people in our society. ""It could remove important protections and will leave many trans people and their loved ones deeply anxious and worried about how their lives will be affected and about what will come next."" For Women Scotland had warned that if the court sided with the Scottish government, it would have implications for the running of single-sex spaces and services, such as hospital wards, prisons, refuges and support groups. Transgender people warned the case could erode the protections they have against discrimination in their reassigned gender. Scottish Trans manager Vic Valentine said the organisation was ""shocked"" by the court ruling, arguing that it ""reverses 20 years of understanding on how the law recognises trans men and women with gender recognition certificates"". They added: ""This judgement seems to suggest that there will be times where trans people can be excluded from both men's and women's spaces and services. ""It is hard to understand where we would then be expected to go - or how this decision is compatible with a society that is fair and equal for everybody."" The case follows years of heated debate over transgender and women's rights, including controversy overtransgender rapist Isla Bryson initially being put in a women's prisonand an ongoing employment tribunal involving a female NHS Fife nurse whoobjected to a transgender doctor using a women's changing room. NHS Fife said it would ""carefully consider"" the court's judgement. The judges ruled that interpreting sex as ""certificated"" rather than ""biological"" would ""cut across the definitions of man and ""woman and thus the protected characteristic of sex in an incoherent way"". They said a ""certified"" definition of sex would weaken protections for lesbians, citing the example of lesbian-only spaces and associations as it would mean that a trans woman who was attracted to women would be classed as a lesbian. The ruling found the biological interpretation of sex was also required for single-sex spaces to ""function coherently"". It cited changing rooms, hostels, medical services and single-sex higher education institutions. The judges noted ""similar confusion and impracticability"" had arisen in relation to single-sex associations and charities, women's sport, public sector equality and the armed forces. The judges added: ""The practical problems that arise under a certificated sex approach are clear indicators that this interpretation is not correct."" Gender reassignment is a protected characteristic in law, making it is illegal to discriminate against someone on the basis that they are transgender. However, single-sex spaces can exclude people with GRCs ""if it is proportionate to do so"". Dr Nick McKerrell, senior law lecturer at Glasgow Caledonian University, said the ruling means a transgender women with a GRC who was excluded from a single-sex space would be unable to argue she is being discriminated against as a woman. He also said the ruling implied that workplaces would need to provide separate spaces for people on the basis of biological sex. But the law lecturer said arguments over access to single-sex spaces would not be ""settled"" by this court case. He told the BBC: ""It doesn't mean everything overnight is going to change in terms of stopping trans people from accessing services. It will depend on what providers think the new definition will mean for them."" Dr McKerrell said the judgement does not immediately change anything for the rules on transgender participation in women's sport, but that it might prompt a ""reassessment"" of rules. The legal dispute began in 2018, when the Scottish Parliament passed a bill designed to ensure gender balance on public sector boards. For Women Scotland complained that ministers had included transgender people as part of the quotas in that law. The issue has been contested several times in the Scottish courts. Holyrood ministers won the most recent case in Scotland, with judge Lady Haldane ruling in 2022 that the definition of sex was ""not limited to biological or birth sex"". The Scottish Parliament passed reforms that year that would have made it easier for someone to change their legally recognised sex. The move was blocked by the UK government, and has since been dropped by Holyrood ministers. Sign up for our Politics Essential newsletterto keep up with the inner workings of Westminster and beyond. Raymond McCourt was given a life sentence in 1993 for killing a shopkeeper and wounding two other people. BBC Scotland last month announced the decision to axe the soap, citing changes in audience behaviour away from long-running series. Sean Stratford and Leigh Hurley complained about a council installing only gender neutral toilets at a new primary school. Labour MP Tonia Antoniazzi says Welsh government and others were ""captured"" by LGBT charities. The first minister will be at the ceremony on Friday along with heads of state and governments from around the world. Copyright 2025 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.",Supreme Court backs 'biological' definition of woman,Angus Cochrane,BBC News,2025-04-15T18:00:21,2025-04-16T11:12:55,gemini-2.0-flash
https://www.jpost.com/breaking-news/article-850289,,article-850289,,JPost,,,llama-3.1-8b-instant
https://en.yna.co.kr/view/AEN20250416003400315?section=national/politics,,AEN20250416003400315,,YNA,,,llama-3.1-8b-instant
https://asia.nikkei.com/Economy/China-GDP-grows-5.4-in-first-quarter-as-tariff-war-darkens-outlook,,China GDP grows 5.4 in first quarter as tariff war darkens outlook,,Nikkei Asia,2023-04-17,2023-04-17,llama-3.1-8b-instant
https://www.france24.com/en/europe/20250415-french-pm-bayrou-warns-trump-s-hurricane-has-made-france-vulnerable,,French PM Bayrou warns Trump's hurricane has made France vulnerable,,France 24,2025-04-15,2025-04-15,llama-3.1-8b-instant
